# No. res, res sizes (min), (max), echo values (min), (max), spectral values (min), (max), weightin (min), (max), dimsrec (min), (max), epochs, reg., NRMSE (mean), (std)
8,100,500,0.850,0.100,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-02,0.5752,4.008997e-01
8,100,500,0.850,0.100,1.200,0.400,1.000,0.500,10.000,100.000,4,1.00e-02,0.8743,2.960463e-02
8,100,500,0.850,0.100,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-06,0.7872,9.172875e-02
8,100,500,0.850,0.100,1.200,0.400,1.000,0.500,10.000,100.000,4,1.00e-06,1.0182,9.227464e-02
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,60.000,60.000,2,1.00e-02,0.7493,1.103161e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,60.000,60.000,4,1.00e-02,0.6036,1.217265e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,60.000,60.000,2,1.00e-06,0.7878,5.301406e-02
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,60.000,60.000,4,1.00e-06,0.6806,1.129814e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,100.000,10.000,2,1.00e-02,0.8191,9.789214e-02
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,100.000,10.000,4,1.00e-02,0.7510,2.649614e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,100.000,10.000,2,1.00e-06,33333.9725,4.714000e+04
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,100.000,10.000,4,1.00e-06,16.6249,2.227771e+01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,10.000,100.000,2,1.00e-02,0.8143,1.915591e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,10.000,100.000,4,1.00e-02,0.7011,3.200471e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,10.000,100.000,2,1.00e-06,0.8755,1.691437e-01
8,100,500,0.850,0.100,0.300,0.900,1.000,0.500,10.000,100.000,4,1.00e-06,0.7327,1.937970e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,60.000,60.000,2,1.00e-02,0.6648,3.266568e-02
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,60.000,60.000,4,1.00e-02,0.8816,1.751587e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,60.000,60.000,2,1.00e-06,0.6551,4.030638e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,60.000,60.000,4,1.00e-06,0.7191,5.456083e-02
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,100.000,10.000,2,1.00e-02,0.6344,2.490965e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,100.000,10.000,4,1.00e-02,0.6685,1.001966e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,100.000,10.000,2,1.00e-06,0.8927,2.961384e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,100.000,10.000,4,1.00e-06,0.7441,3.098922e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,10.000,100.000,2,1.00e-02,0.8463,1.734710e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,10.000,100.000,4,1.00e-02,0.6264,1.030579e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,10.000,100.000,2,1.00e-06,0.7455,2.939250e-01
8,100,500,0.850,0.100,0.900,0.300,1.000,0.500,10.000,100.000,4,1.00e-06,0.8752,6.201419e-02
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-02,0.3859,9.585262e-02
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,4,1.00e-02,0.9193,5.160615e-02
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-06,0.7940,1.058674e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,4,1.00e-06,0.4382,2.736469e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,100.000,10.000,2,1.00e-02,0.3614,1.457922e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,100.000,10.000,4,1.00e-02,0.6299,5.376701e-02
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,100.000,10.000,2,1.00e-06,0.6175,1.757105e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,100.000,10.000,4,1.00e-06,0.6145,9.670757e-02
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-02,0.6623,2.914531e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,4,1.00e-02,0.5939,1.310170e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-06,0.6909,1.511645e-01
8,100,500,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,4,1.00e-06,0.4819,7.051292e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-02,0.6764,1.947395e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,4,1.00e-02,0.5006,1.133011e-01
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-06,0.4131,1.017204e-01
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,4,1.00e-06,0.4626,8.026092e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,100.000,10.000,2,1.00e-02,0.8119,5.328735e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,100.000,10.000,4,1.00e-02,0.7680,1.291488e-01
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,100.000,10.000,2,1.00e-06,0.6108,3.894481e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,100.000,10.000,4,1.00e-06,0.5227,9.043293e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-02,0.5385,8.950067e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,4,1.00e-02,0.5773,2.211576e-01
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-06,0.4188,8.623026e-02
8,100,500,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,4,1.00e-06,0.6855,3.173157e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,60.000,60.000,2,1.00e-02,0.6099,1.773079e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,60.000,60.000,4,1.00e-02,0.5531,1.446638e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,60.000,60.000,2,1.00e-06,0.5145,9.680849e-02
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,60.000,60.000,4,1.00e-06,0.5694,4.073919e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,100.000,10.000,2,1.00e-02,0.5539,1.177013e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,100.000,10.000,4,1.00e-02,0.4458,1.363932e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,100.000,10.000,2,1.00e-06,0.5144,1.373383e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,100.000,10.000,4,1.00e-06,0.5130,2.259619e-02
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,10.000,100.000,2,1.00e-02,0.9414,1.592847e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,10.000,100.000,4,1.00e-02,0.8872,2.543696e-01
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,10.000,100.000,2,1.00e-06,0.4987,6.084030e-02
8,100,500,0.500,0.100,0.300,0.900,1.000,0.500,10.000,100.000,4,1.00e-06,0.6278,1.407600e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,60.000,60.000,2,1.00e-02,0.6613,1.786307e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,60.000,60.000,4,1.00e-02,0.7393,3.362820e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,60.000,60.000,2,1.00e-06,0.6795,2.049675e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,60.000,60.000,4,1.00e-06,0.6973,1.246263e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,100.000,10.000,2,1.00e-02,0.5289,9.073655e-02
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,100.000,10.000,4,1.00e-02,0.5109,2.076338e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,100.000,10.000,2,1.00e-06,0.5013,3.146022e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,100.000,10.000,4,1.00e-06,0.6207,1.759241e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,10.000,100.000,2,1.00e-02,0.6179,2.501424e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,10.000,100.000,4,1.00e-02,0.4661,9.971401e-02
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,10.000,100.000,2,1.00e-06,0.8981,1.352162e-01
8,100,500,0.500,0.100,0.900,0.300,1.000,0.500,10.000,100.000,4,1.00e-06,0.5109,4.066611e-02
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-02,0.8596,1.823504e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,60.000,60.000,4,1.00e-02,0.7501,2.700605e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-06,33333.7700,4.714014e+04
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,60.000,60.000,4,1.00e-06,33333.7122,4.714018e+04
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,100.000,10.000,2,1.00e-02,1.0721,2.903390e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,100.000,10.000,4,1.00e-02,1.1004,3.923944e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,100.000,10.000,2,1.00e-06,0.9777,1.597896e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,100.000,10.000,4,1.00e-06,33333.6365,4.714024e+04
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-02,33333.9216,4.714004e+04
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,10.000,100.000,4,1.00e-02,33333.6981,4.714019e+04
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-06,0.9249,3.882085e-01
8,100,500,0.100,0.800,0.400,1.200,1.000,0.500,10.000,100.000,4,1.00e-06,33333.9735,4.714000e+04
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-02,0.7907,1.312368e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,60.000,60.000,4,1.00e-02,33333.8654,4.714008e+04
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-06,0.7255,8.711147e-02
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,60.000,60.000,4,1.00e-06,0.9061,3.068513e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,100.000,10.000,2,1.00e-02,1.0411,3.510589e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,100.000,10.000,4,1.00e-02,0.7745,3.421764e-02
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,100.000,10.000,2,1.00e-06,0.7696,6.394006e-02
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,100.000,10.000,4,1.00e-06,33334.0333,4.713996e+04
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-02,1.1096,1.123478e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,10.000,100.000,4,1.00e-02,1.2884,3.082782e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-06,1.0810,2.322586e-01
8,100,500,0.100,0.800,1.200,0.400,1.000,0.500,10.000,100.000,4,1.00e-06,66666.9272,4.714008e+04
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,60.000,60.000,2,1.00e-02,1.5660,1.001266e+00
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,60.000,60.000,4,1.00e-02,0.6541,1.192808e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,60.000,60.000,2,1.00e-06,1.1469,3.802768e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,60.000,60.000,4,1.00e-06,33333.9530,4.714001e+04
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,100.000,10.000,2,1.00e-02,0.6353,2.530693e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,100.000,10.000,4,1.00e-02,0.9129,1.927608e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,100.000,10.000,2,1.00e-06,0.7521,1.486946e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,100.000,10.000,4,1.00e-06,0.9835,2.430895e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,10.000,100.000,2,1.00e-02,33334.2379,4.713981e+04
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,10.000,100.000,4,1.00e-02,33334.1343,4.713989e+04
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,10.000,100.000,2,1.00e-06,1.0065,2.105605e-01
8,100,500,0.100,0.800,0.300,0.900,1.000,0.500,10.000,100.000,4,1.00e-06,0.8547,1.581841e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,60.000,60.000,2,1.00e-02,0.8742,1.993234e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,60.000,60.000,4,1.00e-02,0.8381,3.398942e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,60.000,60.000,2,1.00e-06,33334.0116,4.713997e+04
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,60.000,60.000,4,1.00e-06,0.7998,8.744984e-02
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,100.000,10.000,2,1.00e-02,0.7651,3.016651e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,100.000,10.000,4,1.00e-02,0.6795,6.230979e-02
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,100.000,10.000,2,1.00e-06,0.9309,1.293555e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,100.000,10.000,4,1.00e-06,0.6304,1.741410e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,10.000,100.000,2,1.00e-02,1.0493,3.675327e-01
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,10.000,100.000,4,1.00e-02,3.8804,4.143751e+00
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,10.000,100.000,2,1.00e-06,0.9361,5.348883e-02
8,100,500,0.100,0.800,0.900,0.300,1.000,0.500,10.000,100.000,4,1.00e-06,0.9301,2.531040e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-02,0.6090,1.691920e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,60.000,60.000,4,1.00e-02,0.7090,2.277468e-02
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-06,1.0376,2.548206e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,60.000,60.000,4,1.00e-06,0.7594,1.199267e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,100.000,10.000,2,1.00e-02,0.6656,2.934416e-02
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,100.000,10.000,4,1.00e-02,0.7979,8.276731e-02
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,100.000,10.000,2,1.00e-06,0.6756,1.338160e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,100.000,10.000,4,1.00e-06,0.5412,5.159827e-02
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-02,0.6973,3.196740e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,10.000,100.000,4,1.00e-02,0.7196,6.938895e-02
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-06,0.7214,2.987278e-01
8,100,500,0.400,0.400,0.400,1.200,1.000,0.500,10.000,100.000,4,1.00e-06,0.5965,8.026814e-02
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-02,0.7547,2.249625e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,60.000,60.000,4,1.00e-02,0.6520,5.684601e-02
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-06,0.8639,2.210685e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,60.000,60.000,4,1.00e-06,0.5763,8.818368e-02
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,100.000,10.000,2,1.00e-02,0.6562,2.082097e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,100.000,10.000,4,1.00e-02,0.6325,2.822909e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,100.000,10.000,2,1.00e-06,0.5673,1.208045e-01
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,100.000,10.000,4,1.00e-06,0.4804,4.949767e-02
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-02,0.4948,9.902066e-02
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,10.000,100.000,4,1.00e-02,0.6872,6.303483e-02
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-06,0.6376,7.643921e-02
8,100,500,0.400,0.400,1.200,0.400,1.000,0.500,10.000,100.000,4,1.00e-06,0.6639,1.637583e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,60.000,60.000,2,1.00e-02,0.8243,3.107596e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,60.000,60.000,4,1.00e-02,0.5639,8.569980e-02
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,60.000,60.000,2,1.00e-06,0.5667,2.247396e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,60.000,60.000,4,1.00e-06,0.7326,3.413513e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,100.000,10.000,2,1.00e-02,0.6369,7.075906e-02
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,100.000,10.000,4,1.00e-02,0.6177,1.250158e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,100.000,10.000,2,1.00e-06,0.6308,2.185082e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,100.000,10.000,4,1.00e-06,0.5322,6.482104e-02
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,10.000,100.000,2,1.00e-02,0.5604,9.809590e-02
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,10.000,100.000,4,1.00e-02,0.7335,1.204961e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,10.000,100.000,2,1.00e-06,0.6974,1.603188e-01
8,100,500,0.400,0.400,0.300,0.900,1.000,0.500,10.000,100.000,4,1.00e-06,0.8388,2.250149e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,60.000,60.000,2,1.00e-02,0.7627,2.463703e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,60.000,60.000,4,1.00e-02,0.8558,1.261361e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,60.000,60.000,2,1.00e-06,0.6583,1.825573e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,60.000,60.000,4,1.00e-06,0.8839,2.573441e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,100.000,10.000,2,1.00e-02,0.5026,5.731039e-02
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,100.000,10.000,4,1.00e-02,0.9481,2.056182e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,100.000,10.000,2,1.00e-06,0.7007,2.397400e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,100.000,10.000,4,1.00e-06,0.6914,2.872498e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,10.000,100.000,2,1.00e-02,0.7263,1.433935e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,10.000,100.000,4,1.00e-02,0.8696,2.017743e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,10.000,100.000,2,1.00e-06,0.3954,2.706994e-01
8,100,500,0.400,0.400,0.900,0.300,1.000,0.500,10.000,100.000,4,1.00e-06,0.7312,1.843326e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,60.000,60.000,2,1.00e-02,0.9279,1.086690e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,60.000,60.000,4,1.00e-02,0.8299,5.450042e-02
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,60.000,60.000,2,1.00e-06,33334.1140,4.713990e+04
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,60.000,60.000,4,1.00e-06,0.6170,1.137044e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,100.000,10.000,2,1.00e-02,0.5429,1.754154e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,100.000,10.000,4,1.00e-02,1.2008,3.664660e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,100.000,10.000,2,1.00e-06,1.1993,1.370621e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,100.000,10.000,4,1.00e-06,0.6625,5.048558e-02
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,10.000,100.000,2,1.00e-02,0.6039,2.380702e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,10.000,100.000,4,1.00e-02,1.1065,1.332083e-01
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,10.000,100.000,2,1.00e-06,0.7541,8.949248e-02
8,100,500,0.850,0.100,0.400,1.200,0.500,1.000,10.000,100.000,4,1.00e-06,0.8301,1.203486e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,60.000,60.000,2,1.00e-02,2.4049,2.380879e+00
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,60.000,60.000,4,1.00e-02,0.8340,1.517318e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,60.000,60.000,2,1.00e-06,0.5758,1.000595e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,60.000,60.000,4,1.00e-06,0.5399,2.307446e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,100.000,10.000,2,1.00e-02,0.7627,3.388262e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,100.000,10.000,4,1.00e-02,0.7034,6.998870e-02
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,100.000,10.000,2,1.00e-06,0.5370,1.393093e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,100.000,10.000,4,1.00e-06,0.6122,2.136461e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,10.000,100.000,2,1.00e-02,0.5717,7.177712e-02
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,10.000,100.000,4,1.00e-02,0.7585,3.374363e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,10.000,100.000,2,1.00e-06,0.5245,1.050498e-01
8,100,500,0.850,0.100,1.200,0.400,0.500,1.000,10.000,100.000,4,1.00e-06,0.5486,5.828023e-02
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,60.000,60.000,2,1.00e-02,0.6687,6.688693e-02
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,60.000,60.000,4,1.00e-02,0.7333,9.415702e-02
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,60.000,60.000,2,1.00e-06,0.7613,3.096106e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,60.000,60.000,4,1.00e-06,0.7099,1.802061e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,100.000,10.000,2,1.00e-02,0.8589,1.691938e-02
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,100.000,10.000,4,1.00e-02,0.6476,1.496255e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,100.000,10.000,2,1.00e-06,0.6309,1.142906e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,100.000,10.000,4,1.00e-06,0.7915,1.356194e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,10.000,100.000,2,1.00e-02,0.8258,1.188519e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,10.000,100.000,4,1.00e-02,0.8543,1.571246e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,10.000,100.000,2,1.00e-06,0.9505,2.339627e-01
8,100,500,0.850,0.100,0.300,0.900,0.500,1.000,10.000,100.000,4,1.00e-06,0.6189,1.972665e-01
8,100,500,0.850,0.100,0.900,0.300,0.500,1.000,60.000,60.000,2,1.00e-02,0.7722,3.536618e-01
8,100,500,0.850,0.100,0.900,0.300,0.500,1.000,60.000,60.000,4,1.00e-02,0.5821,1.162292e-01
