# No. res, res sizes (min), (max), echo values (min), (max), spectral values (min), (max), weightin (min), (max), dimsrec (min), (max), epochs, reg., NRMSE (mean), (std)
8,300,300,0.850,0.100,0.300,0.900,1.000,0.500,60.000,60.000,4,1.00e-02,0.7555,6.855127e-02
8,300,300,0.850,0.100,0.300,0.900,1.000,0.500,60.000,60.000,2,1.00e-06,0.8562,1.377087e-01
8,300,300,0.850,0.100,0.300,0.900,1.000,0.500,60.000,60.000,4,1.00e-06,0.7189,2.491489e-01
8,300,300,0.850,0.100,0.300,0.900,1.000,0.500,100.000,10.000,2,1.00e-02,53.0799,7.338188e+01
8,300,300,0.850,0.100,0.300,0.900,1.000,0.500,100.000,10.000,4,1.00e-02,14.4916,1.897741e+01
8,300,300,0.850,0.100,0.300,0.900,1.000,0.500,100.000,10.000,2,1.00e-06,0.7070,1.226184e-01
8,300,300,0.850,0.100,0.300,0.900,1.000,0.500,100.000,10.000,4,1.00e-06,1.1928,1.483744e-01
8,300,300,0.850,0.100,0.300,0.900,1.000,0.500,10.000,100.000,2,1.00e-02,0.9381,3.916739e-01
8,300,300,0.850,0.100,0.300,0.900,1.000,0.500,10.000,100.000,4,1.00e-02,0.4350,2.565684e-01
8,300,300,0.850,0.100,0.300,0.900,1.000,0.500,10.000,100.000,2,1.00e-06,0.8119,1.612695e-01
8,300,300,0.850,0.100,0.300,0.900,1.000,0.500,10.000,100.000,4,1.00e-06,0.8558,2.876049e-01
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,60.000,60.000,2,1.00e-02,0.6790,1.815078e-01
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,60.000,60.000,4,1.00e-02,0.8784,1.180637e-01
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,60.000,60.000,2,1.00e-06,0.8990,1.768644e-01
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,60.000,60.000,4,1.00e-06,0.6217,3.945087e-02
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,100.000,10.000,2,1.00e-02,0.8191,3.495439e-01
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,100.000,10.000,4,1.00e-02,0.9718,1.606155e-01
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,100.000,10.000,2,1.00e-06,0.7281,2.398394e-01
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,100.000,10.000,4,1.00e-06,0.5475,1.303754e-01
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,10.000,100.000,2,1.00e-02,0.7415,1.602172e-01
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,10.000,100.000,4,1.00e-02,0.8483,8.577502e-02
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,10.000,100.000,2,1.00e-06,0.8511,3.305166e-01
8,300,300,0.850,0.100,0.900,0.300,1.000,0.500,10.000,100.000,4,1.00e-06,0.7079,1.592378e-02
8,300,300,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-02,0.6069,2.909151e-02
8,300,300,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,4,1.00e-02,0.4549,1.525638e-01
8,300,300,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-06,0.5938,1.684152e-01
8,300,300,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,4,1.00e-06,0.4631,1.382816e-01
8,300,300,0.500,0.100,0.400,1.200,1.000,0.500,100.000,10.000,2,1.00e-02,0.7938,2.936435e-01
8,300,300,0.500,0.100,0.400,1.200,1.000,0.500,100.000,10.000,4,1.00e-02,0.6901,2.907002e-02
8,300,300,0.500,0.100,0.400,1.200,1.000,0.500,100.000,10.000,2,1.00e-06,0.6653,1.448282e-01
8,300,300,0.500,0.100,0.400,1.200,1.000,0.500,100.000,10.000,4,1.00e-06,0.7831,2.104965e-01
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00e+00,0.0000,0.000000e+00
