# No. res, res sizes (min), (max), echo values (min), (max), spectral values (min), (max), weightin (min), (max), dimsrec (min), (max), epochs, reg., NRMSE (mean), (std)
4,100,500,0.800,0.500,1.000,0.700,1.000,0.500,10.000,100.000,2,1.00e-06,0.6495,1.689005e-01
4,100,500,0.800,0.500,1.000,0.700,1.000,0.500,10.000,100.000,5,1.00e-06,0.6490,1.690018e-01
4,100,500,0.800,0.500,1.000,0.700,1.000,0.500,30.000,80.000,2,1.00e-02,0.6763,1.967781e-01
4,100,500,0.800,0.500,1.000,0.700,1.000,0.500,30.000,80.000,5,1.00e-02,0.6767,2.974237e-01
4,100,500,0.800,0.500,1.000,0.700,1.000,0.500,30.000,80.000,2,1.00e-06,0.4327,1.418171e-01
4,100,500,0.800,0.500,1.000,0.700,1.000,0.500,30.000,80.000,5,1.00e-06,0.7899,2.540102e-01
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-02,0.4098,1.112540e-01
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,5,1.00e-02,0.6820,1.528106e-01
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-06,0.5479,1.482167e-01
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,5,1.00e-06,0.5770,1.426520e-01
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-02,0.4713,8.687488e-02
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,5,1.00e-02,0.5352,4.827638e-02
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-06,0.6668,3.598359e-01
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,5,1.00e-06,0.5297,7.428131e-02
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,30.000,80.000,2,1.00e-02,0.4568,5.865546e-02
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,30.000,80.000,5,1.00e-02,0.5773,4.118340e-01
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,30.000,80.000,2,1.00e-06,0.4583,1.079563e-01
4,100,500,0.500,0.100,0.400,1.200,1.000,0.500,30.000,80.000,5,1.00e-06,0.8028,2.008846e-01
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-02,0.5479,1.284453e-01
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,5,1.00e-02,0.4706,1.371226e-01
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-06,0.6915,8.212224e-02
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,5,1.00e-06,0.6293,4.814729e-02
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-02,0.4902,1.704721e-01
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,5,1.00e-02,0.7046,1.494853e-01
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-06,0.5577,9.386653e-02
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,5,1.00e-06,0.5345,1.765241e-01
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,30.000,80.000,2,1.00e-02,0.4889,1.276711e-01
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,30.000,80.000,5,1.00e-02,0.5812,6.976408e-02
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,30.000,80.000,2,1.00e-06,0.3891,8.265805e-02
4,100,500,0.500,0.100,1.200,0.400,1.000,0.500,30.000,80.000,5,1.00e-06,0.5607,3.992745e-02
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,60.000,60.000,2,1.00e-02,0.6153,2.163260e-01
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,60.000,60.000,5,1.00e-02,0.5613,1.178099e-01
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,60.000,60.000,2,1.00e-06,0.4104,7.261199e-02
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,60.000,60.000,5,1.00e-06,0.5665,7.165733e-02
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,10.000,100.000,2,1.00e-02,0.5822,1.520398e-01
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,10.000,100.000,5,1.00e-02,0.5107,1.198069e-01
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,10.000,100.000,2,1.00e-06,0.5708,2.628154e-01
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,10.000,100.000,5,1.00e-06,0.6962,4.158574e-03
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,30.000,80.000,2,1.00e-02,0.6508,2.270317e-01
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,30.000,80.000,5,1.00e-02,0.6091,1.895167e-01
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,30.000,80.000,2,1.00e-06,0.7369,3.359384e-01
4,100,500,0.500,0.100,1.000,0.700,1.000,0.500,30.000,80.000,5,1.00e-06,0.4820,1.596855e-01
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,60.000,60.000,2,1.00e-02,0.4867,7.864107e-02
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,60.000,60.000,5,1.00e-02,0.6955,2.203473e-01
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,60.000,60.000,2,1.00e-06,0.7587,2.396287e-01
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,60.000,60.000,5,1.00e-06,0.6984,1.249404e-01
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,10.000,100.000,2,1.00e-02,0.6096,3.378376e-01
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,10.000,100.000,5,1.00e-02,0.7832,2.153223e-01
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,10.000,100.000,2,1.00e-06,0.9367,2.454444e-01
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,10.000,100.000,5,1.00e-06,0.5975,3.114227e-01
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,30.000,80.000,2,1.00e-02,0.8053,2.012549e-01
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,30.000,80.000,5,1.00e-02,0.8607,1.951418e-01
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,30.000,80.000,2,1.00e-06,0.5251,1.009904e-01
4,100,500,0.800,0.500,0.400,1.200,0.500,0.500,30.000,80.000,5,1.00e-06,0.5390,7.504647e-02
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,60.000,60.000,2,1.00e-02,0.8570,3.147165e-01
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,60.000,60.000,5,1.00e-02,0.9739,3.259596e-01
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,60.000,60.000,2,1.00e-06,1.0069,3.571337e-01
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,60.000,60.000,5,1.00e-06,0.6877,2.276927e-01
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,10.000,100.000,2,1.00e-02,1.1581,2.514062e-01
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,10.000,100.000,5,1.00e-02,0.6779,1.809991e-01
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,10.000,100.000,2,1.00e-06,0.8382,8.708524e-02
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,10.000,100.000,5,1.00e-06,1.4457,9.576814e-02
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,30.000,80.000,2,1.00e-02,0.7437,1.378827e-01
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,30.000,80.000,5,1.00e-02,0.6344,1.613896e-01
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,30.000,80.000,2,1.00e-06,0.5112,1.860273e-01
4,100,500,0.800,0.500,1.200,0.400,0.500,0.500,30.000,80.000,5,1.00e-06,0.8597,7.344458e-02
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,60.000,60.000,2,1.00e-02,0.6652,2.147816e-02
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,60.000,60.000,5,1.00e-02,0.7857,3.023327e-01
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,60.000,60.000,2,1.00e-06,0.7044,8.350116e-02
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,60.000,60.000,5,1.00e-06,0.6946,5.448230e-02
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,10.000,100.000,2,1.00e-02,0.7544,2.435193e-01
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,10.000,100.000,5,1.00e-02,0.6081,1.335702e-01
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,10.000,100.000,2,1.00e-06,0.8040,3.698383e-01
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,10.000,100.000,5,1.00e-06,0.6452,6.645254e-02
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,30.000,80.000,2,1.00e-02,0.7041,1.114318e-01
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,30.000,80.000,5,1.00e-02,0.4372,1.215617e-01
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,30.000,80.000,2,1.00e-06,0.7012,1.159043e-01
4,100,500,0.800,0.500,1.000,0.700,0.500,0.500,30.000,80.000,5,1.00e-06,0.7851,2.484199e-01
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,60.000,60.000,2,1.00e-02,0.6312,1.679170e-01
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,60.000,60.000,5,1.00e-02,0.4531,8.711642e-02
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,60.000,60.000,2,1.00e-06,0.6077,2.530402e-01
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,60.000,60.000,5,1.00e-06,0.5891,1.362534e-01
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,10.000,100.000,2,1.00e-02,0.5339,1.830811e-01
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,10.000,100.000,5,1.00e-02,0.4141,1.573896e-01
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,10.000,100.000,2,1.00e-06,0.4549,1.666400e-01
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,10.000,100.000,5,1.00e-06,0.6884,2.068768e-01
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,30.000,80.000,2,1.00e-02,0.7623,4.579869e-02
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,30.000,80.000,5,1.00e-02,0.9094,2.391048e-01
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,30.000,80.000,2,1.00e-06,0.4819,2.976349e-01
4,100,500,0.500,0.100,0.400,1.200,0.500,0.500,30.000,80.000,5,1.00e-06,0.5918,1.338194e-01
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,60.000,60.000,2,1.00e-02,0.6929,5.343815e-01
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,60.000,60.000,5,1.00e-02,0.4158,2.148300e-02
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,60.000,60.000,2,1.00e-06,33333.8810,4.714006e+04
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,60.000,60.000,5,1.00e-06,0.9665,3.749154e-01
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,10.000,100.000,2,1.00e-02,0.5757,1.180194e-01
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,10.000,100.000,5,1.00e-02,0.4420,1.940861e-01
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,10.000,100.000,2,1.00e-06,0.6162,1.205562e-01
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,10.000,100.000,5,1.00e-06,0.6255,7.396860e-02
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,30.000,80.000,2,1.00e-02,0.8195,2.832983e-01
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,30.000,80.000,5,1.00e-02,0.5141,2.990474e-01
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,30.000,80.000,2,1.00e-06,0.7901,2.801103e-01
4,100,500,0.500,0.100,1.200,0.400,0.500,0.500,30.000,80.000,5,1.00e-06,0.6413,1.164355e-01
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,60.000,60.000,2,1.00e-02,0.6201,1.406586e-01
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,60.000,60.000,5,1.00e-02,0.5220,7.534857e-02
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,60.000,60.000,2,1.00e-06,0.4385,2.703190e-02
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,60.000,60.000,5,1.00e-06,0.5973,2.795621e-02
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,10.000,100.000,2,1.00e-02,0.4464,1.318305e-02
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,10.000,100.000,5,1.00e-02,0.7127,2.545985e-01
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,10.000,100.000,2,1.00e-06,0.4593,1.263278e-01
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,10.000,100.000,5,1.00e-06,0.6197,4.171356e-02
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,30.000,80.000,2,1.00e-02,0.4591,1.674012e-01
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,30.000,80.000,5,1.00e-02,0.4375,6.707141e-02
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,30.000,80.000,2,1.00e-06,0.4696,3.688060e-02
4,100,500,0.500,0.100,1.000,0.700,0.500,0.500,30.000,80.000,5,1.00e-06,0.7084,2.433088e-01
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-02,1.0436,2.041053e-01
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,60.000,60.000,5,1.00e-02,0.5385,9.919415e-02
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-06,0.8098,1.085007e-01
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,60.000,60.000,5,1.00e-06,0.4750,7.326928e-02
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-02,0.7911,6.080824e-02
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,10.000,100.000,5,1.00e-02,0.6464,1.449540e-01
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-06,0.7813,9.439745e-02
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,10.000,100.000,5,1.00e-06,0.6607,1.881783e-01
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,30.000,80.000,2,1.00e-02,0.6179,8.300456e-02
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,30.000,80.000,5,1.00e-02,0.5555,1.749036e-01
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,30.000,80.000,2,1.00e-06,0.6282,1.385431e-01
4,200,400,0.800,0.500,0.400,1.200,1.000,0.500,30.000,80.000,5,1.00e-06,0.7789,2.954253e-01
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-02,0.5460,1.235779e-01
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,60.000,60.000,5,1.00e-02,0.5218,5.366917e-02
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-06,0.9256,1.870795e-01
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,60.000,60.000,5,1.00e-06,0.8114,2.143163e-01
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-02,0.6674,2.652923e-01
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,10.000,100.000,5,1.00e-02,0.9356,3.151681e-01
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-06,0.6989,1.436111e-01
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,10.000,100.000,5,1.00e-06,0.8338,2.677026e-01
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,30.000,80.000,2,1.00e-02,0.5768,7.141786e-02
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,30.000,80.000,5,1.00e-02,0.5732,1.251156e-01
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,30.000,80.000,2,1.00e-06,0.6246,7.992387e-02
4,200,400,0.800,0.500,1.200,0.400,1.000,0.500,30.000,80.000,5,1.00e-06,0.6287,1.454915e-01
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,60.000,60.000,2,1.00e-02,0.5947,2.664919e-01
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,60.000,60.000,5,1.00e-02,0.8096,5.958660e-02
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,60.000,60.000,2,1.00e-06,0.5781,1.359546e-01
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,60.000,60.000,5,1.00e-06,0.9010,1.557739e-01
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,10.000,100.000,2,1.00e-02,0.7884,7.743952e-02
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,10.000,100.000,5,1.00e-02,0.6521,1.579665e-01
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,10.000,100.000,2,1.00e-06,0.7279,2.706082e-01
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,10.000,100.000,5,1.00e-06,0.8357,1.668439e-01
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,30.000,80.000,2,1.00e-02,0.4098,3.253239e-02
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,30.000,80.000,5,1.00e-02,0.9530,2.138651e-01
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,30.000,80.000,2,1.00e-06,0.8331,1.095176e-01
4,200,400,0.800,0.500,1.000,0.700,1.000,0.500,30.000,80.000,5,1.00e-06,0.7009,2.203151e-01
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-02,0.4528,4.585858e-02
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,5,1.00e-02,0.8213,2.518200e-02
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,2,1.00e-06,0.5037,1.117555e-01
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,60.000,60.000,5,1.00e-06,0.8989,5.756997e-02
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-02,0.6039,1.023327e-01
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,5,1.00e-02,0.6334,9.924442e-02
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,2,1.00e-06,0.6576,1.109694e-01
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,10.000,100.000,5,1.00e-06,0.4744,3.816254e-02
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,30.000,80.000,2,1.00e-02,0.7328,2.872572e-01
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,30.000,80.000,5,1.00e-02,0.7016,1.836469e-01
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,30.000,80.000,2,1.00e-06,0.5174,2.327466e-01
4,200,400,0.500,0.100,0.400,1.200,1.000,0.500,30.000,80.000,5,1.00e-06,0.8412,3.070509e-01
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-02,0.4028,5.775281e-03
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,5,1.00e-02,0.6427,1.875425e-01
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,2,1.00e-06,0.4328,2.793924e-01
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,60.000,60.000,5,1.00e-06,0.7585,1.459832e-01
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-02,0.4034,2.186318e-01
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,5,1.00e-02,0.4211,1.491321e-01
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,2,1.00e-06,0.6250,1.653405e-01
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,10.000,100.000,5,1.00e-06,1.7734,1.522926e+00
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,30.000,80.000,2,1.00e-02,0.9018,1.030112e-01
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,30.000,80.000,5,1.00e-02,0.3786,1.248689e-01
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,30.000,80.000,2,1.00e-06,0.9665,2.105419e-01
4,200,400,0.500,0.100,1.200,0.400,1.000,0.500,30.000,80.000,5,1.00e-06,0.8809,6.128540e-02
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,60.000,60.000,2,1.00e-02,0.5641,2.093190e-01
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,60.000,60.000,5,1.00e-02,0.6778,1.789190e-02
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,60.000,60.000,2,1.00e-06,0.5806,1.033671e-01
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,60.000,60.000,5,1.00e-06,0.7048,1.508609e-01
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,10.000,100.000,2,1.00e-02,0.3764,4.223121e-02
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,10.000,100.000,5,1.00e-02,0.4621,7.976057e-02
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,10.000,100.000,2,1.00e-06,0.7119,8.903988e-02
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,10.000,100.000,5,1.00e-06,0.6537,9.685674e-02
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,30.000,80.000,2,1.00e-02,0.3793,7.140606e-02
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,30.000,80.000,5,1.00e-02,0.4135,1.508130e-02
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,30.000,80.000,2,1.00e-06,0.4487,2.926740e-01
4,200,400,0.500,0.100,1.000,0.700,1.000,0.500,30.000,80.000,5,1.00e-06,0.6966,2.799663e-01
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,60.000,60.000,2,1.00e-02,0.7319,3.438178e-01
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,60.000,60.000,5,1.00e-02,0.5924,1.368522e-01
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,60.000,60.000,2,1.00e-06,0.4959,1.183454e-01
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,60.000,60.000,5,1.00e-06,0.6252,1.575264e-01
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,10.000,100.000,2,1.00e-02,0.6196,2.821623e-01
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,10.000,100.000,5,1.00e-02,0.6112,1.141548e-01
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,10.000,100.000,2,1.00e-06,0.8199,1.909124e-01
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,10.000,100.000,5,1.00e-06,0.5030,2.016870e-01
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,30.000,80.000,2,1.00e-02,0.4227,1.823579e-01
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,30.000,80.000,5,1.00e-02,0.7175,3.889400e-01
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,30.000,80.000,2,1.00e-06,0.7714,6.354756e-02
4,200,400,0.800,0.500,0.400,1.200,0.500,0.500,30.000,80.000,5,1.00e-06,0.6134,1.314622e-01
4,200,400,0.800,0.500,1.200,0.400,0.500,0.500,60.000,60.000,2,1.00e-02,0.7261,2.141621e-01
4,200,400,0.800,0.500,1.200,0.400,0.500,0.500,60.000,60.000,5,1.00e-02,0.9505,2.189462e-01
